966,966,966,966,966,965,966,966,966,966,966,966,966,966,966,966,966,966,966,966
966,966,966,965,966,965,966,965,966,966,966,966,966,965,965,966,966,966,966,966
966,966,965,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966
966,966,966,966,966,966,966,966,965,966,966,966,966,966,966,966,966,966,966,966
966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966
966,965,966,966,965,966,966,966,966,965,965,966,966,966,966,965,965,966,966,966
966,966,966,965,966,966,966,966,966,966,965,966,966,966,966,966,966,966,966,966
966,965,966,966,966,966,966,965,966,966,966,966,966,966,966,966,966,965,966,966
966,966,966,966,966,966,966,966,965,965,966,966,966,966,966,966,966,966,966,966
966,966,966,966,966,966,966,966,966,965,965,966,966,966,966,966,966,966,965,966
